"key","message","comment","context"
"AOS API calls are disabled, please contact your administrator. The property utils.api.enable is false in application.properties.",,,
"An error occurred with the following message : %s",,,
"An error occurs while opening the connection. Please verify the following URL : %s.","Er treedt een fout op bij het openen van de verbinding. Controleer de volgende URL : %s.",,
"Can not opening the connection to a empty URL.","Kan de verbinding met een lege URL niet openen.",,
"Cannot find record #%s","Kan geen record #%s vinden",,
"Code",,,
"Computation in progress...",,,
"Error executing query: %s",,,
"Error while searching null title from following selection: '%s'.",,,
"Given couple %s / %s match a value which is not an integer.",,,
"Meta json field type %s could not be converted to a meta field type.",,,
"Name",,,
"No such template","Geen sjabloon",,
"No title found for the view '%s'.",,,
"Null given value.",,,
"Record Id",,,
"Record Name",,,
"Selection '%s' is not an integer one or is wrongly defined.",,,
"Templating can not be empty","Templateren kan niet leeg zijn",,
"The collection of IDs cannot be null.","De verzameling van ID's kan niet ongeldig zijn.",,
"The consumer cannot be null.","De consument kan niet ongeldig zijn.",,
"The parameter copyNumber should be superior to 0.","De parameter copyNumber moet superieur zijn aan 0.",,
"This field needs to be unique.","Dit veld moet uniek zijn.",,
"Type %s could not be converted to json type.",,,
"Unknown selection and title pair: '%s' / '%s'.",,,
"Unknown selection and value pair: '%s' / '%s'.",,,
"Unknown selection: '%s'.",,,
"Url %s is malformed.","Url %s is misvormd.",,
"Years in 360 days","Jaren in 360 dagen",,
