"key","message","comment","context"
"AOS API calls are disabled, please contact your administrator. The property utils.api.enable is false in application.properties.",,,
"An error occurred with the following message : %s",,,
"An error occurs while opening the connection. Please verify the following URL : %s.","Ocorre um erro ao abrir a conexão. Por favor, verifique a seguinte URL : %s.",,
"Can not opening the connection to a empty URL.","Não é possível abrir a conexão a uma URL vazia.",,
"Cannot find record #%s","Não consigo encontrar o recorde #%s",,
"Code",,,
"Computation in progress...",,,
"Error executing query: %s",,,
"Error while searching null title from following selection: '%s'.",,,
"Given couple %s / %s match a value which is not an integer.",,,
"Meta json field type %s could not be converted to a meta field type.",,,
"Name",,,
"No such template","Esse modelo não existe",,
"No title found for the view '%s'.",,,
"Null given value.",,,
"Record Id",,,
"Record Name",,,
"Selection '%s' is not an integer one or is wrongly defined.",,,
"Templating can not be empty","O gabarito não pode estar vazio",,
"The collection of IDs cannot be null.","A coleção de IDs não pode ser nula.",,
"The consumer cannot be null.","O consumidor não pode ser nulo.",,
"The parameter copyNumber should be superior to 0.","O parâmetro copyNumber deve ser superior a 0.",,
"This field needs to be unique.","Este campo tem de ser único.",,
"Type %s could not be converted to json type.",,,
"Unknown selection and title pair: '%s' / '%s'.",,,
"Unknown selection and value pair: '%s' / '%s'.",,,
"Unknown selection: '%s'.",,,
"Url %s is malformed.","Url %s é malformado.",,
"Years in 360 days","Anos em 360 dias",,
